year,state-name,sector-name,fuel-name,value
1970,Alabama,Commercial carbon dioxide emissions,Petroleum,0.824345
1971,Alabama,Commercial carbon dioxide emissions,Petroleum,0.796784
1972,Alabama,Commercial carbon dioxide emissions,Petroleum,0.86795
1973,Alabama,Commercial carbon dioxide emissions,Petroleum,0.976399
1974,Alabama,Commercial carbon dioxide emissions,Petroleum,0.85639
1975,Alabama,Commercial carbon dioxide emissions,Petroleum,0.814069
1976,Alabama,Commercial carbon dioxide emissions,Petroleum,0.99873
1977,Alabama,Commercial carbon dioxide emissions,Petroleum,1.027643
1978,Alabama,Commercial carbon dioxide emissions,Petroleum,0.952718
1979,Alabama,Commercial carbon dioxide emissions,Petroleum,0.758119
1980,Alabama,Commercial carbon dioxide emissions,Petroleum,0.650991
1981,Alabama,Commercial carbon dioxide emissions,Petroleum,0.764072
1982,Alabama,Commercial carbon dioxide emissions,Petroleum,0.595786
1983,Alabama,Commercial carbon dioxide emissions,Petroleum,0.770199
1984,Alabama,Commercial carbon dioxide emissions,Petroleum,0.582228
1985,Alabama,Commercial carbon dioxide emissions,Petroleum,0.900379
1986,Alabama,Commercial carbon dioxide emissions,Petroleum,0.867592
1987,Alabama,Commercial carbon dioxide emissions,Petroleum,0.831136
1988,Alabama,Commercial carbon dioxide emissions,Petroleum,0.955899
1989,Alabama,Commercial carbon dioxide emissions,Petroleum,0.937355
1990,Alabama,Commercial carbon dioxide emissions,Petroleum,0.916818
1991,Alabama,Commercial carbon dioxide emissions,Petroleum,0.681092
1992,Alabama,Commercial carbon dioxide emissions,Petroleum,0.567552
1993,Alabama,Commercial carbon dioxide emissions,Petroleum,0.576234
1994,Alabama,Commercial carbon dioxide emissions,Petroleum,0.644696
1995,Alabama,Commercial carbon dioxide emissions,Petroleum,0.522135
1996,Alabama,Commercial carbon dioxide emissions,Petroleum,0.488926
1997,Alabama,Commercial carbon dioxide emissions,Petroleum,0.486861
1998,Alabama,Commercial carbon dioxide emissions,Petroleum,0.471959
1999,Alabama,Commercial carbon dioxide emissions,Petroleum,0.630309
2000,Alabama,Commercial carbon dioxide emissions,Petroleum,0.732138
2001,Alabama,Commercial carbon dioxide emissions,Petroleum,0.7026
2002,Alabama,Commercial carbon dioxide emissions,Petroleum,0.628404
2003,Alabama,Commercial carbon dioxide emissions,Petroleum,0.722939
2004,Alabama,Commercial carbon dioxide emissions,Petroleum,0.727946
2005,Alabama,Commercial carbon dioxide emissions,Petroleum,0.479896
2006,Alabama,Commercial carbon dioxide emissions,Petroleum,0.845972
2007,Alabama,Commercial carbon dioxide emissions,Petroleum,0.713814
2008,Alabama,Commercial carbon dioxide emissions,Petroleum,0.638836
2009,Alabama,Commercial carbon dioxide emissions,Petroleum,0.573614
2010,Alabama,Commercial carbon dioxide emissions,Petroleum,0.662526
2011,Alabama,Commercial carbon dioxide emissions,Petroleum,0.700901
2012,Alabama,Commercial carbon dioxide emissions,Petroleum,0.625055
2013,Alabama,Commercial carbon dioxide emissions,Petroleum,0.472049
2014,Alabama,Commercial carbon dioxide emissions,Petroleum,0.443289
2015,Alabama,Commercial carbon dioxide emissions,Petroleum,0.794127
2016,Alabama,Commercial carbon dioxide emissions,Petroleum,0.937631
2017,Alabama,Commercial carbon dioxide emissions,Petroleum,0.862858
2018,Alabama,Commercial carbon dioxide emissions,Petroleum,0.905405
2019,Alabama,Commercial carbon dioxide emissions,Petroleum,0.87656
2020,Alabama,Commercial carbon dioxide emissions,Petroleum,0.823811
2021,Alabama,Commercial carbon dioxide emissions,Petroleum,0.931477
1970,Alaska,Commercial carbon dioxide emissions,Petroleum,0.664148
1971,Alaska,Commercial carbon dioxide emissions,Petroleum,0.669699
1972,Alaska,Commercial carbon dioxide emissions,Petroleum,0.768934
1973,Alaska,Commercial carbon dioxide emissions,Petroleum,0.699663
1974,Alaska,Commercial carbon dioxide emissions,Petroleum,0.715052
1975,Alaska,Commercial carbon dioxide emissions,Petroleum,0.64354
1976,Alaska,Commercial carbon dioxide emissions,Petroleum,0.605841
1977,Alaska,Commercial carbon dioxide emissions,Petroleum,0.756151
1978,Alaska,Commercial carbon dioxide emissions,Petroleum,0.731601
1979,Alaska,Commercial carbon dioxide emissions,Petroleum,0.25973
1980,Alaska,Commercial carbon dioxide emissions,Petroleum,0.354094
1981,Alaska,Commercial carbon dioxide emissions,Petroleum,0.327711
1982,Alaska,Commercial carbon dioxide emissions,Petroleum,0.357472
1983,Alaska,Commercial carbon dioxide emissions,Petroleum,0.561346
1984,Alaska,Commercial carbon dioxide emissions,Petroleum,0.629831
1985,Alaska,Commercial carbon dioxide emissions,Petroleum,0.512978
1986,Alaska,Commercial carbon dioxide emissions,Petroleum,3.305704
1987,Alaska,Commercial carbon dioxide emissions,Petroleum,3.337915
1988,Alaska,Commercial carbon dioxide emissions,Petroleum,0.614792
1989,Alaska,Commercial carbon dioxide emissions,Petroleum,0.403636
1990,Alaska,Commercial carbon dioxide emissions,Petroleum,0.508508
1991,Alaska,Commercial carbon dioxide emissions,Petroleum,0.490444
1992,Alaska,Commercial carbon dioxide emissions,Petroleum,0.737024
1993,Alaska,Commercial carbon dioxide emissions,Petroleum,0.800575
1994,Alaska,Commercial carbon dioxide emissions,Petroleum,0.810888
1995,Alaska,Commercial carbon dioxide emissions,Petroleum,0.472558
1996,Alaska,Commercial carbon dioxide emissions,Petroleum,0.641094
1997,Alaska,Commercial carbon dioxide emissions,Petroleum,0.449073
1998,Alaska,Commercial carbon dioxide emissions,Petroleum,0.514546
1999,Alaska,Commercial carbon dioxide emissions,Petroleum,0.622789
2000,Alaska,Commercial carbon dioxide emissions,Petroleum,0.54954
2001,Alaska,Commercial carbon dioxide emissions,Petroleum,1.009871
2002,Alaska,Commercial carbon dioxide emissions,Petroleum,0.609995
2003,Alaska,Commercial carbon dioxide emissions,Petroleum,0.438915
2004,Alaska,Commercial carbon dioxide emissions,Petroleum,0.558882
2005,Alaska,Commercial carbon dioxide emissions,Petroleum,0.522727
2006,Alaska,Commercial carbon dioxide emissions,Petroleum,0.666723
2007,Alaska,Commercial carbon dioxide emissions,Petroleum,0.550689
2008,Alaska,Commercial carbon dioxide emissions,Petroleum,0.639899
2009,Alaska,Commercial carbon dioxide emissions,Petroleum,0.540836
2010,Alaska,Commercial carbon dioxide emissions,Petroleum,0.924186
2011,Alaska,Commercial carbon dioxide emissions,Petroleum,0.838863
2012,Alaska,Commercial carbon dioxide emissions,Petroleum,0.717455
2013,Alaska,Commercial carbon dioxide emissions,Petroleum,0.580582
2014,Alaska,Commercial carbon dioxide emissions,Petroleum,0.614627
2015,Alaska,Commercial carbon dioxide emissions,Petroleum,0.797664
2016,Alaska,Commercial carbon dioxide emissions,Petroleum,0.538555
2017,Alaska,Commercial carbon dioxide emissions,Petroleum,0.566578
2018,Alaska,Commercial carbon dioxide emissions,Petroleum,0.634422
2019,Alaska,Commercial carbon dioxide emissions,Petroleum,0.628552
2020,Alaska,Commercial carbon dioxide emissions,Petroleum,0.569966
2021,Alaska,Commercial carbon dioxide emissions,Petroleum,0.727085
1970,Alaska,Commercial carbon dioxide emissions,All Fuels,1.348819
1971,Alaska,Commercial carbon dioxide emissions,All Fuels,1.446986
1972,Alaska,Commercial carbon dioxide emissions,All Fuels,1.647271
1973,Alaska,Commercial carbon dioxide emissions,All Fuels,1.373036
1974,Alaska,Commercial carbon dioxide emissions,All Fuels,1.431892
1975,Alaska,Commercial carbon dioxide emissions,All Fuels,1.431115
1976,Alaska,Commercial carbon dioxide emissions,All Fuels,1.378361
1977,Alaska,Commercial carbon dioxide emissions,All Fuels,1.548894
1978,Alaska,Commercial carbon dioxide emissions,All Fuels,1.536922
1979,Alaska,Commercial carbon dioxide emissions,All Fuels,1.09962
1980,Alaska,Commercial carbon dioxide emissions,All Fuels,1.231628
1981,Alaska,Commercial carbon dioxide emissions,All Fuels,1.77424
1982,Alaska,Commercial carbon dioxide emissions,All Fuels,2.268258
1983,Alaska,Commercial carbon dioxide emissions,All Fuels,2.463778
1984,Alaska,Commercial carbon dioxide emissions,All Fuels,2.55464
1985,Alaska,Commercial carbon dioxide emissions,All Fuels,2.115303
1986,Alaska,Commercial carbon dioxide emissions,All Fuels,5.00326
1987,Alaska,Commercial carbon dioxide emissions,All Fuels,4.420319
1988,Alaska,Commercial carbon dioxide emissions,All Fuels,1.72397
1989,Alaska,Commercial carbon dioxide emissions,All Fuels,1.551413
1990,Alaska,Commercial carbon dioxide emissions,All Fuels,2.192144
1991,Alaska,Commercial carbon dioxide emissions,All Fuels,2.228747
1992,Alaska,Commercial carbon dioxide emissions,All Fuels,2.512531
1993,Alaska,Commercial carbon dioxide emissions,All Fuels,2.553829
1994,Alaska,Commercial carbon dioxide emissions,All Fuels,2.576852
1995,Alaska,Commercial carbon dioxide emissions,All Fuels,2.494671
1996,Alaska,Commercial carbon dioxide emissions,All Fuels,2.703784
1997,Alaska,Commercial carbon dioxide emissions,All Fuels,2.549701
1998,Alaska,Commercial carbon dioxide emissions,All Fuels,2.655626
1999,Alaska,Commercial carbon dioxide emissions,All Fuels,2.811697
2000,Alaska,Commercial carbon dioxide emissions,All Fuels,2.685045
2001,Alaska,Commercial carbon dioxide emissions,All Fuels,2.48499
2002,Alaska,Commercial carbon dioxide emissions,All Fuels,2.060764
2003,Alaska,Commercial carbon dioxide emissions,All Fuels,1.938567
2004,Alaska,Commercial carbon dioxide emissions,All Fuels,2.199965
2005,Alaska,Commercial carbon dioxide emissions,All Fuels,2.114791
2006,Alaska,Commercial carbon dioxide emissions,All Fuels,2.417235
2007,Alaska,Commercial carbon dioxide emissions,All Fuels,2.182694
2008,Alaska,Commercial carbon dioxide emissions,All Fuels,2.351866
2009,Alaska,Commercial carbon dioxide emissions,All Fuels,2.190928
2010,Alaska,Commercial carbon dioxide emissions,All Fuels,2.579231
2011,Alaska,Commercial carbon dioxide emissions,All Fuels,2.774601
2012,Alaska,Commercial carbon dioxide emissions,All Fuels,2.658865
2013,Alaska,Commercial carbon dioxide emissions,All Fuels,2.421547
2014,Alaska,Commercial carbon dioxide emissions,All Fuels,2.354387
2015,Alaska,Commercial carbon dioxide emissions,All Fuels,2.584399
2016,Alaska,Commercial carbon dioxide emissions,All Fuels,2.04654
2017,Alaska,Commercial carbon dioxide emissions,All Fuels,2.062429
2018,Alaska,Commercial carbon dioxide emissions,All Fuels,2.043495
2019,Alaska,Commercial carbon dioxide emissions,All Fuels,2.014915
2020,Alaska,Commercial carbon dioxide emissions,All Fuels,2.117089
2021,Alaska,Commercial carbon dioxide emissions,All Fuels,2.303515
1970,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.922177
1971,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.917034
1972,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.467955
1973,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.009119
1974,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.005885
1975,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.004984
1976,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.008006
1977,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.013838
1978,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.009915
1979,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.046605
1980,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.00684
1981,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.014421
1982,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.013467
1983,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.013573
1984,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.314409
1985,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.274538
1986,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.318703
1987,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.11288
1988,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.104343
1989,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.099041
1990,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.08568
1991,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.137863
1992,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.152062
1993,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.150577
1994,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.160492
1995,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.129458
1996,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.105583
1997,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.262365
1998,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.294905
1999,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.384819
2000,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.401904
2001,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.272311
2002,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.232972
2003,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.21717
2004,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.203207
2005,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.141298
2006,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.151955
2007,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.114311
2008,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.1106
2009,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.124736
2010,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.17627
2011,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.183915
2012,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.213924
2013,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.029373
2014,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.017855
2015,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.033122
2016,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.024021
2017,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.018466
2018,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.029153
2019,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.018889
2020,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.020212
2021,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.025608
1970,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.344852
1971,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.466745
1972,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.44628
1973,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.337801
1974,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.251537
1975,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.951126
1976,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.854629
1977,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.833156
1978,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.856909
1979,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.123865
1980,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.182982
1981,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.360069
1982,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.034049
1983,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.688465
1984,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.760201
1985,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.028111
1986,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.695781
1987,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.915867
1988,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.00563
1989,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.020529
1990,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.383504
1991,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.279495
1992,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.285058
1993,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.955049
1994,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.368711
1995,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.024949
1996,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.94409
1997,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.029034
1998,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.087642
1999,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.03951
2000,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.149579
2001,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.231761
2002,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.142575
2003,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.04073
2004,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.928173
2005,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.055098
2006,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.221051
2007,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.218559
2008,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.316593
2009,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.239457
2010,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.942619
2011,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.799745
2012,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.762371
2013,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.780666
2014,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.85674
2015,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.963385
2016,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.891586
2017,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.786507
2018,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.769788
2019,Arizona,Transportation carbon dioxide emissions,Natural Gas,0.956401
2020,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.00492
2021,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.021322
1970,Arizona,Residential carbon dioxide emissions,Petroleum,0.251186
1971,Arizona,Residential carbon dioxide emissions,Petroleum,0.254234
1972,Arizona,Residential carbon dioxide emissions,Petroleum,0.285321
1973,Arizona,Residential carbon dioxide emissions,Petroleum,0.292169
1974,Arizona,Residential carbon dioxide emissions,Petroleum,0.306847
1975,Arizona,Residential carbon dioxide emissions,Petroleum,0.242005
1976,Arizona,Residential carbon dioxide emissions,Petroleum,0.2534
1977,Arizona,Residential carbon dioxide emissions,Petroleum,0.302699
1978,Arizona,Residential carbon dioxide emissions,Petroleum,0.328549
1979,Arizona,Residential carbon dioxide emissions,Petroleum,0.313422
1980,Arizona,Residential carbon dioxide emissions,Petroleum,0.142312
1981,Arizona,Residential carbon dioxide emissions,Petroleum,0.136901
1982,Arizona,Residential carbon dioxide emissions,Petroleum,0.172489
1983,Arizona,Residential carbon dioxide emissions,Petroleum,0.199256
1984,Arizona,Residential carbon dioxide emissions,Petroleum,0.157932
1985,Arizona,Residential carbon dioxide emissions,Petroleum,0.212352
1986,Arizona,Residential carbon dioxide emissions,Petroleum,0.20343
1987,Arizona,Residential carbon dioxide emissions,Petroleum,0.245739
1988,Arizona,Residential carbon dioxide emissions,Petroleum,0.188332
1989,Arizona,Residential carbon dioxide emissions,Petroleum,0.180373
1990,Arizona,Residential carbon dioxide emissions,Petroleum,0.170404
1991,Arizona,Residential carbon dioxide emissions,Petroleum,0.19027
1992,Arizona,Residential carbon dioxide emissions,Petroleum,0.205501
1993,Arizona,Residential carbon dioxide emissions,Petroleum,0.181927
1994,Arizona,Residential carbon dioxide emissions,Petroleum,0.184894
1995,Arizona,Residential carbon dioxide emissions,Petroleum,0.21247
1996,Arizona,Residential carbon dioxide emissions,Petroleum,0.17428
1997,Arizona,Residential carbon dioxide emissions,Petroleum,0.159128
1998,Arizona,Residential carbon dioxide emissions,Petroleum,0.224559
1999,Arizona,Residential carbon dioxide emissions,Petroleum,0.308914
2000,Arizona,Residential carbon dioxide emissions,Petroleum,0.271509
2001,Arizona,Residential carbon dioxide emissions,Petroleum,0.257566
2002,Arizona,Residential carbon dioxide emissions,Petroleum,0.262776
2003,Arizona,Residential carbon dioxide emissions,Petroleum,0.210688
2004,Arizona,Residential carbon dioxide emissions,Petroleum,0.181196
2005,Arizona,Residential carbon dioxide emissions,Petroleum,0.189174
2006,Arizona,Residential carbon dioxide emissions,Petroleum,0.204068
2007,Arizona,Residential carbon dioxide emissions,Petroleum,0.190265
2008,Arizona,Residential carbon dioxide emissions,Petroleum,0.326197
2009,Arizona,Residential carbon dioxide emissions,Petroleum,0.308364
2010,Arizona,Residential carbon dioxide emissions,Petroleum,0.288816
2011,Arizona,Residential carbon dioxide emissions,Petroleum,0.334993
2012,Arizona,Residential carbon dioxide emissions,Petroleum,0.197701
2013,Arizona,Residential carbon dioxide emissions,Petroleum,0.250348
2014,Arizona,Residential carbon dioxide emissions,Petroleum,0.257706
2015,Arizona,Residential carbon dioxide emissions,Petroleum,0.22104
2016,Arizona,Residential carbon dioxide emissions,Petroleum,0.252858
2017,Arizona,Residential carbon dioxide emissions,Petroleum,0.247902
2018,Arizona,Residential carbon dioxide emissions,Petroleum,0.313907
2019,Arizona,Residential carbon dioxide emissions,Petroleum,0.348983
2020,Arizona,Residential carbon dioxide emissions,Petroleum,0.31802
2021,Arizona,Residential carbon dioxide emissions,Petroleum,0.321582
1970,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,16.226592
1971,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,17.691181
1972,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,20.695482
1973,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,23.673641
1974,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,23.856015
1975,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.941438
1976,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,25.685356
1977,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,29.036909
1978,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,28.817348
1979,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,24.006908
1980,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,19.787616
1981,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,19.489682
1982,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,19.015056
1983,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,19.227163
1984,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,18.268832
1985,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,17.935083
1986,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,18.130961
1987,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,18.019129
1988,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,18.834678
1989,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,18.996419
1990,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,18.421124
1991,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,18.133824
1992,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,18.572039
1993,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,19.332398
1994,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,20.437533
1995,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,21.03856
1996,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,21.238173
1997,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.060789
1998,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.219993
1999,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,23.979515
2000,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,24.601534
2001,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,24.454116
2002,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,23.998273
2003,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,24.723042
2004,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,25.338854
2005,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,25.305281
2006,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,24.975311
2007,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,25.123916
2008,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,25.088247
2009,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,23.355007
2010,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,23.641455
2011,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,23.108465
2012,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.15912
2013,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.216586
2014,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.282349
2015,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,21.87145
2016,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.093041
2017,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.026393
2018,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.528092
2019,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.740433
2020,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,21.727623
2021,Arkansas,Total carbon dioxide emissions from all sectors,Petroleum,22.490971
1970,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.934181
1971,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.75212
1972,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.283452
1973,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.984492
1974,Arkansas,Industrial carbon dioxide emissions,Petroleum,4.248111
1975,Arkansas,Industrial carbon dioxide emissions,Petroleum,4.562248
1976,Arkansas,Industrial carbon dioxide emissions,Petroleum,4.543347
1977,Arkansas,Industrial carbon dioxide emissions,Petroleum,4.983035
1978,Arkansas,Industrial carbon dioxide emissions,Petroleum,4.948388
1979,Arkansas,Industrial carbon dioxide emissions,Petroleum,5.325343
1980,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.457471
1981,Arkansas,Industrial carbon dioxide emissions,Petroleum,4.159881
1982,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.977515
1983,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.425417
1984,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.037093
1985,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.965492
1986,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.933541
1987,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.242484
1988,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.397282
1989,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.087427
1990,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.026422
1991,Arkansas,Industrial carbon dioxide emissions,Petroleum,1.704948
1992,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.290174
1993,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.31322
1994,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.342631
1995,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.689127
1996,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.511103
1997,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.712566
1998,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.596845
1999,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.58173
2000,Arkansas,Industrial carbon dioxide emissions,Petroleum,2.944782
2001,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.401511
2002,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.08397
2003,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.582007
2004,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.904927
2005,Arkansas,Industrial carbon dioxide emissions,Petroleum,4.268874
2006,Arkansas,Industrial carbon dioxide emissions,Petroleum,4.318394
2007,Arkansas,Industrial carbon dioxide emissions,Petroleum,4.230598
