year,state-name,sector-name,fuel-name,value
1970,Alabama,Commercial carbon dioxide emissions,Petroleum,0.824345
1971,Alabama,Commercial carbon dioxide emissions,Petroleum,0.796784
1972,Alabama,Commercial carbon dioxide emissions,Petroleum,0.86795
1973,Alabama,Commercial carbon dioxide emissions,Petroleum,0.976399
1974,Alabama,Commercial carbon dioxide emissions,Petroleum,0.85639
1975,Alabama,Commercial carbon dioxide emissions,Petroleum,0.814069
1976,Alabama,Commercial carbon dioxide emissions,Petroleum,0.99873
1977,Alabama,Commercial carbon dioxide emissions,Petroleum,1.027643
1978,Alabama,Commercial carbon dioxide emissions,Petroleum,0.952718
1979,Alabama,Commercial carbon dioxide emissions,Petroleum,0.758119
1980,Alabama,Commercial carbon dioxide emissions,Petroleum,0.650991
1981,Alabama,Commercial carbon dioxide emissions,Petroleum,0.764072
1982,Alabama,Commercial carbon dioxide emissions,Petroleum,0.595786
1983,Alabama,Commercial carbon dioxide emissions,Petroleum,0.770199
1984,Alabama,Commercial carbon dioxide emissions,Petroleum,0.582228
1985,Alabama,Commercial carbon dioxide emissions,Petroleum,0.900379
1986,Alabama,Commercial carbon dioxide emissions,Petroleum,0.867592
1987,Alabama,Commercial carbon dioxide emissions,Petroleum,0.831136
1988,Alabama,Commercial carbon dioxide emissions,Petroleum,0.955899
1989,Alabama,Commercial carbon dioxide emissions,Petroleum,0.937355
1990,Alabama,Commercial carbon dioxide emissions,Petroleum,0.916818
1991,Alabama,Commercial carbon dioxide emissions,Petroleum,0.681092
1992,Alabama,Commercial carbon dioxide emissions,Petroleum,0.567552
1993,Alabama,Commercial carbon dioxide emissions,Petroleum,0.576234
1994,Alabama,Commercial carbon dioxide emissions,Petroleum,0.644696
1995,Alabama,Commercial carbon dioxide emissions,Petroleum,0.522135
1996,Alabama,Commercial carbon dioxide emissions,Petroleum,0.488926
1997,Alabama,Commercial carbon dioxide emissions,Petroleum,0.486861
1998,Alabama,Commercial carbon dioxide emissions,Petroleum,0.471959
1999,Alabama,Commercial carbon dioxide emissions,Petroleum,0.630309
2000,Alabama,Commercial carbon dioxide emissions,Petroleum,0.732138
2001,Alabama,Commercial carbon dioxide emissions,Petroleum,0.7026
2002,Alabama,Commercial carbon dioxide emissions,Petroleum,0.628404
2003,Alabama,Commercial carbon dioxide emissions,Petroleum,0.722939
2004,Alabama,Commercial carbon dioxide emissions,Petroleum,0.727946
2005,Alabama,Commercial carbon dioxide emissions,Petroleum,0.479896
2006,Alabama,Commercial carbon dioxide emissions,Petroleum,0.845972
2007,Alabama,Commercial carbon dioxide emissions,Petroleum,0.713814
2008,Alabama,Commercial carbon dioxide emissions,Petroleum,0.638836
2009,Alabama,Commercial carbon dioxide emissions,Petroleum,0.573614
2010,Alabama,Commercial carbon dioxide emissions,Petroleum,0.662526
2011,Alabama,Commercial carbon dioxide emissions,Petroleum,0.700901
2012,Alabama,Commercial carbon dioxide emissions,Petroleum,0.625055
2013,Alabama,Commercial carbon dioxide emissions,Petroleum,0.472049
2014,Alabama,Commercial carbon dioxide emissions,Petroleum,0.443289
2015,Alabama,Commercial carbon dioxide emissions,Petroleum,0.794127
2016,Alabama,Commercial carbon dioxide emissions,Petroleum,0.937631
2017,Alabama,Commercial carbon dioxide emissions,Petroleum,0.862858
2018,Alabama,Commercial carbon dioxide emissions,Petroleum,0.905405
2019,Alabama,Commercial carbon dioxide emissions,Petroleum,0.87656
2020,Alabama,Commercial carbon dioxide emissions,Petroleum,0.823811
2021,Alabama,Commercial carbon dioxide emissions,Petroleum,0.931477
1970,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.981782
1971,Alabama,Commercial carbon dioxide emissions,Natural Gas,2.003785
1972,Alabama,Commercial carbon dioxide emissions,Natural Gas,2.043815
1973,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.807134
1974,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.926217
1975,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.824206
1976,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.877332
1977,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.870811
1978,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.618595
1979,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.997529
1980,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.56303
1981,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.474486
1982,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.442727
1983,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.467275
1984,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.509638
1985,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.421466
1986,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.379846
1987,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.225769
1988,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.394426
1989,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.445537
1990,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.325076
1991,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.290303
1992,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.374441
1993,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.404977
1994,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.394267
1995,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.432159
1996,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.589631
1997,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.788063
1998,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.415768
1999,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.514781
2000,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.416931
2001,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.444636
2002,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.365944
2003,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.38414
2004,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.438844
2005,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.367439
2006,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.329052
2007,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.274336
2008,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.367545
2009,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.323552
2010,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.459642
2011,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.3568
2012,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.161729
2013,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.364417
2014,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.490103
2015,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.368041
2016,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.278941
2017,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.246454
2018,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.447565
2019,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.352909
2020,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.248835
2021,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.400739
1970,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.844237
1971,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.545894
1972,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.150365
1973,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.236045
1974,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.273636
1975,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.3283
1976,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.240552
1977,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.233871
1978,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.418805
1979,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.412124
1980,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.083029
1981,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.107047
1982,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.079901
1983,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.032395
1984,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.021208
1985,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.062829
1986,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.060973
1987,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.082393
1988,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.141775
1989,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.157257
1990,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.299881
1991,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.278798
1992,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.262426
1993,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.332435
1994,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.300305
1995,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.4782
1996,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.412356
1997,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.646442
1998,Alabama,Electric Power carbon dioxide emissions,Natural Gas,1.513893
1999,Alabama,Electric Power carbon dioxide emissions,Natural Gas,1.375869
2000,Alabama,Electric Power carbon dioxide emissions,Natural Gas,2.300696
2001,Alabama,Electric Power carbon dioxide emissions,Natural Gas,3.797398
2002,Alabama,Electric Power carbon dioxide emissions,Natural Gas,6.111757
2003,Alabama,Electric Power carbon dioxide emissions,Natural Gas,4.691475
2004,Alabama,Electric Power carbon dioxide emissions,Natural Gas,6.365208
2005,Alabama,Electric Power carbon dioxide emissions,Natural Gas,5.706596
2006,Alabama,Electric Power carbon dioxide emissions,Natural Gas,7.938579
2007,Alabama,Electric Power carbon dioxide emissions,Natural Gas,9.62313
2008,Alabama,Electric Power carbon dioxide emissions,Natural Gas,8.954707
2009,Alabama,Electric Power carbon dioxide emissions,Natural Gas,12.347188
2010,Alabama,Electric Power carbon dioxide emissions,Natural Gas,15.259449
2011,Alabama,Electric Power carbon dioxide emissions,Natural Gas,18.552616
2012,Alabama,Electric Power carbon dioxide emissions,Natural Gas,21.632317
2013,Alabama,Electric Power carbon dioxide emissions,Natural Gas,18.016408
2014,Alabama,Electric Power carbon dioxide emissions,Natural Gas,18.81507
2015,Alabama,Electric Power carbon dioxide emissions,Natural Gas,21.698867
2016,Alabama,Electric Power carbon dioxide emissions,Natural Gas,22.520665
2017,Alabama,Electric Power carbon dioxide emissions,Natural Gas,20.740032
2018,Alabama,Electric Power carbon dioxide emissions,Natural Gas,23.451934
2019,Alabama,Electric Power carbon dioxide emissions,Natural Gas,22.787226
2020,Alabama,Electric Power carbon dioxide emissions,Natural Gas,21.619714
2021,Alabama,Electric Power carbon dioxide emissions,Natural Gas,21.290137
1970,Alaska,Commercial carbon dioxide emissions,Petroleum,0.664148
1971,Alaska,Commercial carbon dioxide emissions,Petroleum,0.669699
1972,Alaska,Commercial carbon dioxide emissions,Petroleum,0.768934
1973,Alaska,Commercial carbon dioxide emissions,Petroleum,0.699663
1974,Alaska,Commercial carbon dioxide emissions,Petroleum,0.715052
1975,Alaska,Commercial carbon dioxide emissions,Petroleum,0.64354
1976,Alaska,Commercial carbon dioxide emissions,Petroleum,0.605841
1977,Alaska,Commercial carbon dioxide emissions,Petroleum,0.756151
1978,Alaska,Commercial carbon dioxide emissions,Petroleum,0.731601
1979,Alaska,Commercial carbon dioxide emissions,Petroleum,0.25973
1980,Alaska,Commercial carbon dioxide emissions,Petroleum,0.354094
1981,Alaska,Commercial carbon dioxide emissions,Petroleum,0.327711
1982,Alaska,Commercial carbon dioxide emissions,Petroleum,0.357472
1983,Alaska,Commercial carbon dioxide emissions,Petroleum,0.561346
1984,Alaska,Commercial carbon dioxide emissions,Petroleum,0.629831
1985,Alaska,Commercial carbon dioxide emissions,Petroleum,0.512978
1986,Alaska,Commercial carbon dioxide emissions,Petroleum,3.305704
1987,Alaska,Commercial carbon dioxide emissions,Petroleum,3.337915
1988,Alaska,Commercial carbon dioxide emissions,Petroleum,0.614792
1989,Alaska,Commercial carbon dioxide emissions,Petroleum,0.403636
1990,Alaska,Commercial carbon dioxide emissions,Petroleum,0.508508
1991,Alaska,Commercial carbon dioxide emissions,Petroleum,0.490444
1992,Alaska,Commercial carbon dioxide emissions,Petroleum,0.737024
1993,Alaska,Commercial carbon dioxide emissions,Petroleum,0.800575
1994,Alaska,Commercial carbon dioxide emissions,Petroleum,0.810888
1995,Alaska,Commercial carbon dioxide emissions,Petroleum,0.472558
1996,Alaska,Commercial carbon dioxide emissions,Petroleum,0.641094
1997,Alaska,Commercial carbon dioxide emissions,Petroleum,0.449073
1998,Alaska,Commercial carbon dioxide emissions,Petroleum,0.514546
1999,Alaska,Commercial carbon dioxide emissions,Petroleum,0.622789
2000,Alaska,Commercial carbon dioxide emissions,Petroleum,0.54954
2001,Alaska,Commercial carbon dioxide emissions,Petroleum,1.009871
2002,Alaska,Commercial carbon dioxide emissions,Petroleum,0.609995
2003,Alaska,Commercial carbon dioxide emissions,Petroleum,0.438915
2004,Alaska,Commercial carbon dioxide emissions,Petroleum,0.558882
2005,Alaska,Commercial carbon dioxide emissions,Petroleum,0.522727
2006,Alaska,Commercial carbon dioxide emissions,Petroleum,0.666723
2007,Alaska,Commercial carbon dioxide emissions,Petroleum,0.550689
2008,Alaska,Commercial carbon dioxide emissions,Petroleum,0.639899
2009,Alaska,Commercial carbon dioxide emissions,Petroleum,0.540836
2010,Alaska,Commercial carbon dioxide emissions,Petroleum,0.924186
2011,Alaska,Commercial carbon dioxide emissions,Petroleum,0.838863
2012,Alaska,Commercial carbon dioxide emissions,Petroleum,0.717455
2013,Alaska,Commercial carbon dioxide emissions,Petroleum,0.580582
2014,Alaska,Commercial carbon dioxide emissions,Petroleum,0.614627
2015,Alaska,Commercial carbon dioxide emissions,Petroleum,0.797664
2016,Alaska,Commercial carbon dioxide emissions,Petroleum,0.538555
2017,Alaska,Commercial carbon dioxide emissions,Petroleum,0.566578
2018,Alaska,Commercial carbon dioxide emissions,Petroleum,0.634422
2019,Alaska,Commercial carbon dioxide emissions,Petroleum,0.628552
2020,Alaska,Commercial carbon dioxide emissions,Petroleum,0.569966
2021,Alaska,Commercial carbon dioxide emissions,Petroleum,0.727085
1970,Alaska,Commercial carbon dioxide emissions,All Fuels,1.348819
1971,Alaska,Commercial carbon dioxide emissions,All Fuels,1.446986
1972,Alaska,Commercial carbon dioxide emissions,All Fuels,1.647271
1973,Alaska,Commercial carbon dioxide emissions,All Fuels,1.373036
1974,Alaska,Commercial carbon dioxide emissions,All Fuels,1.431892
1975,Alaska,Commercial carbon dioxide emissions,All Fuels,1.431115
1976,Alaska,Commercial carbon dioxide emissions,All Fuels,1.378361
1977,Alaska,Commercial carbon dioxide emissions,All Fuels,1.548894
1978,Alaska,Commercial carbon dioxide emissions,All Fuels,1.536922
1979,Alaska,Commercial carbon dioxide emissions,All Fuels,1.09962
1980,Alaska,Commercial carbon dioxide emissions,All Fuels,1.231628
1981,Alaska,Commercial carbon dioxide emissions,All Fuels,1.77424
1982,Alaska,Commercial carbon dioxide emissions,All Fuels,2.268258
1983,Alaska,Commercial carbon dioxide emissions,All Fuels,2.463778
1984,Alaska,Commercial carbon dioxide emissions,All Fuels,2.55464
1985,Alaska,Commercial carbon dioxide emissions,All Fuels,2.115303
1986,Alaska,Commercial carbon dioxide emissions,All Fuels,5.00326
1987,Alaska,Commercial carbon dioxide emissions,All Fuels,4.420319
1988,Alaska,Commercial carbon dioxide emissions,All Fuels,1.72397
1989,Alaska,Commercial carbon dioxide emissions,All Fuels,1.551413
1990,Alaska,Commercial carbon dioxide emissions,All Fuels,2.192144
1991,Alaska,Commercial carbon dioxide emissions,All Fuels,2.228747
1992,Alaska,Commercial carbon dioxide emissions,All Fuels,2.512531
1993,Alaska,Commercial carbon dioxide emissions,All Fuels,2.553829
1994,Alaska,Commercial carbon dioxide emissions,All Fuels,2.576852
1995,Alaska,Commercial carbon dioxide emissions,All Fuels,2.494671
1996,Alaska,Commercial carbon dioxide emissions,All Fuels,2.703784
1997,Alaska,Commercial carbon dioxide emissions,All Fuels,2.549701
1998,Alaska,Commercial carbon dioxide emissions,All Fuels,2.655626
1999,Alaska,Commercial carbon dioxide emissions,All Fuels,2.811697
2000,Alaska,Commercial carbon dioxide emissions,All Fuels,2.685045
2001,Alaska,Commercial carbon dioxide emissions,All Fuels,2.48499
2002,Alaska,Commercial carbon dioxide emissions,All Fuels,2.060764
2003,Alaska,Commercial carbon dioxide emissions,All Fuels,1.938567
2004,Alaska,Commercial carbon dioxide emissions,All Fuels,2.199965
2005,Alaska,Commercial carbon dioxide emissions,All Fuels,2.114791
2006,Alaska,Commercial carbon dioxide emissions,All Fuels,2.417235
2007,Alaska,Commercial carbon dioxide emissions,All Fuels,2.182694
2008,Alaska,Commercial carbon dioxide emissions,All Fuels,2.351866
2009,Alaska,Commercial carbon dioxide emissions,All Fuels,2.190928
2010,Alaska,Commercial carbon dioxide emissions,All Fuels,2.579231
2011,Alaska,Commercial carbon dioxide emissions,All Fuels,2.774601
2012,Alaska,Commercial carbon dioxide emissions,All Fuels,2.658865
2013,Alaska,Commercial carbon dioxide emissions,All Fuels,2.421547
2014,Alaska,Commercial carbon dioxide emissions,All Fuels,2.354387
2015,Alaska,Commercial carbon dioxide emissions,All Fuels,2.584399
2016,Alaska,Commercial carbon dioxide emissions,All Fuels,2.04654
2017,Alaska,Commercial carbon dioxide emissions,All Fuels,2.062429
2018,Alaska,Commercial carbon dioxide emissions,All Fuels,2.043495
2019,Alaska,Commercial carbon dioxide emissions,All Fuels,2.014915
2020,Alaska,Commercial carbon dioxide emissions,All Fuels,2.117089
2021,Alaska,Commercial carbon dioxide emissions,All Fuels,2.303515
1970,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.922177
1971,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.917034
1972,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.467955
1973,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.009119
1974,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.005885
1975,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.004984
1976,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.008006
1977,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.013838
1978,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.009915
1979,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.046605
1980,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.00684
1981,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.014421
1982,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.013467
1983,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.013573
1984,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.314409
1985,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.274538
1986,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.318703
1987,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.11288
1988,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.104343
1989,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.099041
1990,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.08568
1991,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.137863
1992,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.152062
1993,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.150577
1994,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.160492
1995,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.129458
1996,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.105583
1997,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.262365
1998,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.294905
1999,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.384819
2000,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.401904
2001,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.272311
2002,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.232972
2003,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.21717
2004,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.203207
2005,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.141298
2006,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.151955
2007,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.114311
2008,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.1106
2009,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.124736
2010,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.17627
2011,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.183915
2012,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.213924
2013,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.029373
2014,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.017855
2015,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.033122
2016,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.024021
2017,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.018466
2018,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.029153
2019,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.018889
2020,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.020212
2021,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.025608
1970,Alaska,Electric Power carbon dioxide emissions,All Fuels,1.013576
1971,Alaska,Electric Power carbon dioxide emissions,All Fuels,1.194723
1972,Alaska,Electric Power carbon dioxide emissions,All Fuels,1.313172
1973,Alaska,Electric Power carbon dioxide emissions,All Fuels,1.449668
1974,Alaska,Electric Power carbon dioxide emissions,All Fuels,1.561301
1975,Alaska,Electric Power carbon dioxide emissions,All Fuels,1.771464
1976,Alaska,Electric Power carbon dioxide emissions,All Fuels,1.95468
1977,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.062063
1978,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.133323
1979,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.304213
1980,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.342632
1981,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.373781
1982,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.55157
1983,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.570869
1984,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.609883
1985,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.716867
1986,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.682517
1987,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.365992
1988,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.366986
1989,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.558491
1990,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.59783
1991,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.455004
1992,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.284936
1993,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.309544
1994,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.327411
1995,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.402235
1996,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.526332
1997,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.733451
1998,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.919981
1999,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.026531
2000,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.178448
2001,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.25888
2002,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.279127
2003,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.987415
2004,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.174977
2005,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.239151
2006,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.481807
2007,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.273727
2008,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.265645
2009,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.151481
2010,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.044914
2011,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.171587
2012,Alaska,Electric Power carbon dioxide emissions,All Fuels,3.133951
2013,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.646773
2014,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.912277
2015,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.954859
2016,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.759481
2017,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.790627
2018,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.694954
2019,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.720353
2020,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.735818
2021,Alaska,Electric Power carbon dioxide emissions,All Fuels,2.797984
1970,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.009604
1971,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.195126
1972,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.617046
1973,Arizona,Electric Power carbon dioxide emissions,Petroleum,3.429186
1974,Arizona,Electric Power carbon dioxide emissions,Petroleum,3.899803
1975,Arizona,Electric Power carbon dioxide emissions,Petroleum,3.395368
1976,Arizona,Electric Power carbon dioxide emissions,Petroleum,2.923078
1977,Arizona,Electric Power carbon dioxide emissions,Petroleum,3.814649
1978,Arizona,Electric Power carbon dioxide emissions,Petroleum,2.606171
1979,Arizona,Electric Power carbon dioxide emissions,Petroleum,2.491906
1980,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.747742
1981,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.223318
1982,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.178381
1983,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.343763
1984,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.327864
1985,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.159601
1986,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.104518
1987,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.190445
1988,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.095269
1989,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.161608
1990,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.090962
1991,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.068802
1992,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.058434
1993,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.048184
1994,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.102801
1995,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.051634
1996,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.054077
1997,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.047632
1998,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.050217
1999,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.03825
2000,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.176611
2001,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.295054
2002,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.043523
2003,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.041528
2004,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.039565
2005,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.034135
2006,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.057102
2007,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.036383
